name,ratings,date,comment
 Han Michael ,4,1년 전,없음
 이종필 ,5,1년 전,없음
 Shosh Aksel ,5,1년 전,없음
 서진혁 ,5,1년 전,산책하기 좋아요
 Daum Park ,5,1년 전,여기서 불꽃놀이도 한다
 se No ,5,1년 전,없음
 산들 ,5,1년 전,없음
 LS A ,5,1년 전,"(Google 번역 제공) 나는 낮과 밤에는 다리의 색채의 아름다움을 알고 싶어했습니다.
다리 아래에서 친구 또는 남자 친구와 함께하기에 좋은 곳.

(원문)
Adorei conhecer durante o dia os arredores e a noite a beleza das cores na ponte.
Um bom lugar para estar com os amigos ou namorado, embaixo da ponte."
 김범준 ,5,1년 전,없음
 Jmng Lee ,5,1년 전,없음
 Kei Do ,4,1년 전,없음
 신동천 ,5,1년 전,없음
 wingj920 ,4,1년 전,행사할때 가봤는데 야경이 아주이쁩니다
 Ed Jeon ,5,1년 전,없음
 cj lee ,4,1년 전,없음
 SH Lee ,4,1년 전,없음
 김현 ,3,1년 전,없음
 성재현 ,5,1년 전,없음
 정소희 ,5,1년 전,분위기 굿
 Story gaon ,5,1년 전,언제나 걷기좋은곳
 Pham Xuan Trung ,5,1년 전,"(Google 번역 제공) 좋은 전망

(원문)
Good view"
 고희정 ,4,1년 전,없음
 김춘애 ,5,1년 전,없음
 Back_ch ,5,1년 전,없음
 Yongjin Kim ,5,1년 전,거리 공연에 활기친 모습이 보기 좋아요
 박재성 ,4,1년 전,없음
 Sylvain Brochon ,4,1년 전,없음
 한재성 ,5,1년 전,시원하고 좋았네요
 HJ Lee ,5,1년 전,없음
 Heenam Kim ,4,1년 전,없음
 제어니 ,5,1년 전,이쁘죠
 최수미 ,5,1년 전,없음
 אריה אליהו ,5,1년 전,"(Google 번역 제공) 정말 아름다운 다리입니다.

(원문)
איזה גשר יפיפה."
 김혜정 ,5,1년 전,어렸을때 정말 와보고싶었던곳.. 지금은 과학관을 운영하지 않지만 30살인 지금 내가 와도.. 두근거리는곳이였다
 이웃음 ,5,1년 전,"대전엑스포공원은 1993년 세계박람회를 마치고 1994년8월 개장하여 현재까지 시민들에게 사랑받고 있습니다.
엑스포다리는 갑천을 연결하고 있는데 시민들에게 역시 사랑받고  있습니다.
특히 야경은 사진 작가들에게도 인기있고 갑천 산책로는 주야로 걷기 코스로도 아주 좋습니다.
올해는 미세먼지가 양호해  산책하는 분들이 많이 눈에 띄입니다."
 pjoo1999 ,5,1년 전,없음
 연갓수 ,5,1년 전,좋아요!
 모자수박바 ,5,1년 전,갑천과 조명이 잘 어울리는 곳
 hyun seoo shin ,5,1년 전,대전의 유일한 워라벨 즐기기 좋은 곳. 가끔가다 축제도 많이 한다.
 Gengiskan Kim ,5,1년 전,갑천에서 불어오는 시원한 바람
 Hoon Kim ,5,1년 전,대전의 랜드마크 과거에도 지금에도 미래에도. 야경사진은 못찍어도 잘나옴 ㅋ
 이상건 ,5,1년 전,대전의 랜드마크
 김정훈 ,5,1년 전,없음
 맹기 ,5,1년 전,없음
 Hongil Kim ,4,1년 전,없음
 정보영 ,4,1년 전,"한강의 반포대교처럼 분수쇼도 하고,
제가 갔을때는 다리위에서 야시장을 진행하고 있더라고요
야경이 예쁘고 좋았습니다"
 Parkjunwook준욱 ,5,1년 전,없음
 김민준 ,4,1년 전,넓고 분위도 좋고 행사도 많이함
 Collins ,4,1년 전,항상굳
 Suhyun Lee ,4,1년 전,없음
 Goat Strange ,5,1년 전,없음
 김민수 ,5,1년 전,해질녘 뷰가 좋아요 마음이 편안해져요
 유태호 ,5,1년 전,없음
 길준규 ,5,1년 전,"여름엔 8시, 9시에 분수쇼도합니다 데이트하기에도 좋은 장소"
 Shobhit Srivastava ,5,1년 전,없음
 Kevin Bae ,5,1년 전,"대전이 제일 심심한 도시 중의 하나라고 알려져 있지만, 찾아보면 아기자기하게 예쁜곳도 많고, 재미있는 곳도 많습니다.
엑스포 다리도 저녁에 강가에 비치는 야경뿐만 아니라 수시로 개최되는 다양한 이벤트 볼거리들이 많은 곳입니다.
특히 금년 여름에는 세계 맥주, 견우직녀 페스티발등이 열렸습니다. 가족과 함께 연인과 함께, 친구들과 함께 같이 즐길 수 있습니다.
해질 무렵 다리에서 보이는 노을 풍경도 좋습니다.
근처에 과학공원이나 수목원등이 있으니 1~2시간 거리에 있는 분들이면 방문해 볼 가치가 있는 장소입니다."
 Hyunjin Lee ,5,1년 전,없음
 Hairang Park ,4,1년 전,없음
 곽연상 ,4,1년 전,"불꽃놀이,먹거리등 다양한 즐길거리가 있어 재미있었습니다."
 김은아 ,4,1년 전,이쁘게 잘 만들어놨네용
 차연희 ,5,1년 전,없음
 이승현 ,5,1년 전,없음
 Alex choi ,5,1년 전,산책하기 좋은 장소. 다리가 엄청 이쁨.
 Cho sunny ,4,1년 전,없음
 Minha Shin ,5,1년 전,없음
 유호상 ,4,1년 전,없음
 starweds ,4,1년 전,없음
 Eliza Baibatchaeva ,5,1년 전,없음
 shekhar chauhan ,4,1년 전,"(Google 번역 제공) 와우. 저녁에 방문하는 것이 좋다. 조명이 멋지다. 꽤 매력적인 전망을 가진 다리. 방문해야합니다.

(원문)
Wow. Good to visit in the evening. Lighting is awesome. A bridge with quite a attractive view. Must visit."
 woonsan Ko ,4,1년 전,없음
 Jae-Hyeok Lee ,5,1년 전,없음
 HYEONG GUK SEO ,5,1년 전,없음
 Alberta John ,5,1년 전,밤에 경치가 더 멋있는곳
 쿠키파파 ,4,1년 전,없음
 박세훈 ,3,1년 전,그냥 다리
 채동욱 ,5,1년 전,엑스포 추억
 Sohyun Jeon ,4,1년 전,없음
 유희선 ,5,1년 전,오 분위기좋음👍
 eco curtain&blinds ,5,1년 전,없음
 박성의 ,5,1년 전,없음
 이영준 ,5,1년 전,쾌적하고 넓직한 공원
 Jaeun ,5,1년 전,시원해서 여름에 산책하기 좋음
 Yingying ,5,1년 전,"(Google 번역 제공) KAIST 여름 학교에 갔다. 이 장소는 KAIST에서 약 20 분 거리에 있습니다. 밤이되면 더 가라 앉을 것을 추천합니다. 엑스포 공원에는 여름 분수 쇼도 있습니다! 밤에도 익스프레스 브릿지가 켜집니다 (오후 7/8)

(원문)
Went to KAIST for summer school. This place is about a 20 minutes walk away from KAIST. Would…"
 박미진 ,5,1년 전,예뻐요 반짝반짝합니다
 안태규 ,3,1년 전,익스포다리가 엑스포다리지
 조신우 ,2,1년 전,"청소년들이 술먹고 싸워서 기분상함
경찰단속필요지역"
 김민식 ,5,1년 전,"다리 밑에서 야경 찍기도 좋고
다리위에서 놀아도 좋음"
 김영관 ,5,1년 전,없음
 이규봉 ,4,1년 전,아 여기 정말 너무 좋았어요 대전은 양파같은 도시인것같아요ㅋㅋㅋ 정말 시에서 고기를 구워먹을수 있도록 지원해주다니 정말 신세계였어요
 황문섭 ,4,1년 전,없음
 앤지 ,5,1년 전,없음
 윤철희 ,5,1년 전,야경오짐
 Pijus Chandra Dey ,5,1년 전,없음
 윤기웅 ,5,1년 전,최고
 y t yoon ,4,1년 전,야간에는 경관 조명이 들어와서  사진 찍기 좋습니다.   남문광장과 거리가 멀지 않아 자전거를 타고 돌거나 걷기 좋습니다. 주차할곳은 조금 거리가 있습니다.
 jong eun hwang ,4,1년 전,야경이 좋음
 틀모시로 최짱구 ,5,1년 전,없음
 Nalse ,3,1년 전,없음
 배정자 ,5,1년 전,아름답고 가족나들이하기좋아요!
 이흥균 ,4,1년 전,"견우직녀다리.
엑스포시민광장과 한빛탑을 연결
자농차는 불가"
 윱이 ,5,1년 전,없음
 김경수 ,5,1년 전,대전유일 바베큐가 가능한 공원
 오셩 ,5,1년 전,없음
 고장곤 ,4,1년 전,없음
 ej park ,4,1년 전,야경이 이쁜 곳
 20 Jeong ,5,1년 전,없음
 Hye Bin Jeon ,5,1년 전,넘 이쁘고 멋져영..ㅎ bbb
 Jason Bourne ,5,1년 전,아주 좋습니다 음악분수 할때는... 금토 비 안올때 바람 안불때 저수위 아닐때 합니다 6월에서 9월까지
 LeeFamily [SimplyLiving in Korea] ,5,1년 전,없음
 waymaker ,5,1년 전,없음
 구형식 ,4,1년 전,아내와 자전거 하이킹했어요 자전거 도로가 아주 잘되어 있어요
 이진우 ,4,1년 전,야경 굳
 이현정 ,4,1년 전,없음
 이소영 ,5,1년 전,좋아요
 유재흥 ,5,1년 전,없음
 옛사람버리고 ,5,1년 전,밤에산책하기좋아요
 Euikyung Lee ,5,1년 전,"공원 산책하기 좋은,"
 정건 ,3,1년 전,날파리 좀 어떻게 해야 뛸 듯..
 SC Cho ,5,1년 전,없음
 김춘수 ,5,1년 전,야경 좋음
 SEMC ,5,1년 전,없음
 Min-young Kim ,5,1년 전,없음
 솔로몬 ,5,1년 전,애들데리고 놀기 좋아요
 이재광 ,4,1년 전,제1회 청년 상인 페스티벌
 성호.남궁형님 ,5,1년 전,"어린 의뢰인,  영화 촬영지,,,그 의미를 기어하며,
아름다운 저녁노을을 당아 보냅니당^^~@@!!!~♡♡♡"
 young lee ,5,2년 전,멋져요
 규핑팡 ,4,2년 전,밤에 이쁨 데이트하기 좋은장소 벚꽃도 볼수있는곳 차도못다니게해서 자전거나 걸어다녀야만하는게 장점임. 한밭수목원에서 돗자리피고 놀다가 6월부터 하는 음악분수보러 갔다가 집에 갈때 엑스포다리보면서 오늘도끝난걸 느끼면됨. 완벽하지만 별5개주지않는 이유는 내가 애인이 없어서 그렇다
 Seungho Yang ,5,2년 전,년중 다양한 축제가 개최되는 멋진 곳입니다.
 정상문 ,5,2년 전,대전 최고의 경관조명
 차중호 ,4,2년 전,좋아요.
 정대희 ,3,2년 전,없음
 리틀포미 ,4,2년 전,없음
 Stella Lee ,5,2년 전,"운동,산책하기 적당"
 잼나다잼나 ,5,2년 전,대전 이쁜 다리 한밭수목원 꿀잼다리
 Chaeyoung Im ,4,2년 전,운동 반환점으로 자주 애용하는 곳
 정운하 ,5,2년 전,"좋아요.
추억의 다리"
 G Yim ,5,2년 전,없음
 EVEN-X LIN09 ,5,2년 전,없음
 TV웅성웅성 ,5,2년 전,없음
 김계관 ,3,2년 전,없음
 조개리 ,4,2년 전,없음
 리치박 ,4,2년 전,없음
 박선영 ,5,2년 전,없음
 강형모 ,4,2년 전,없음
 진설레발 ,5,2년 전,없음
 이예은 ,5,2년 전,없음
 에뜨왈 ,5,2년 전,없음
 서재우 ,5,2년 전,최고의 힐링공간 입니다
 SRNY SON ,4,2년 전,없음
 지호 ,4,2년 전,없음
 Anees Ur Rehman ,5,2년 전,없음
 자연人으로 ,4,2년 전,없음
 김영준 ,4,2년 전,없음
 Aisar ul hassan ,4,2년 전,"(Google 번역 제공) 산책을위한 완벽한 장소 :)

(원문)
Perfect spot for a walk :)"
 BongSeok Jang ,5,2년 전,없음
 Peter Hoon Kang ,4,2년 전,대전의 대표 다리..견우와 직녀 다리로 이름이 바꼈습니다
 양문석 ,5,2년 전,없음
 Hyeok KIM ,3,2년 전,없음
 문정식 ,3,2년 전,밤에 야경이 좀 볼만 하나?
 하세정 ,5,2년 전,없음
 김은주 ,5,2년 전,차가없는다리
 임현규 ,5,2년 전,산책하기 좋고 야경좋고 밤공기 좋고 음악과 운치가 있고 사람이 있다
 Harsh Kumar Mishra ,5,2년 전,"(Google 번역 제공) 당신이 강을 걸어 가면 숨이 죽을 것이다.

(원문)
Breathtaking view if you walk down the river."
 yeong woo Kwon ,5,2년 전,자잔거타고 다니기 좋았다
 열레기 ,5,2년 전,없음
 심재성 ,5,2년 전,없음
 한내마음의 심금 ,4,2년 전,연인끼리 즐길수  있는 풋풋한장소~  걸어가며 서로에게 좋은 추억 남기세요~~♡
 이율빈 ,5,2년 전,이쁨
 IMMFY _ ,5,2년 전,바람 많이 붐
 John Mor ,4,2년 전,"(Google 번역 제공) 멋있는

(원문)
Cool"
 푸푸 ,5,2년 전,존나이뻐
 Lisa Park ,5,2년 전,대전의 아름다운 야경을 보기 좋어요
 킁 ,4,2년 전,없음
 Y Lee ,5,2년 전,없음
 초딸게임 ,5,2년 전,아주피리티 함
 {쀼링} ,5,2년 전,없음
 최정은 ,4,2년 전,한밭수목원옆에  있어  같이  가보는것도  좋아요
 남경래 ,4,2년 전,운동과 관광을 동시에 즐길수 있어서 정말 좋습니다.
 KBM ,5,2년 전,"(Google 번역 제공) 그것은 아름다운 산책의 장소입니다. 많은 사람들이 주말과 휴일에 여기에옵니다.
수목원, 호텔, 컨벤션 센터, 큰 광장, 작은 마트가 있습니다. bycicles 빌려 줄 수있어.
그리고 주말에만 야경이 꽤 좋네요.

(원문)
it's beautiful place to walk round. A lot of people come here on weekend and holiday.
There also are…"
 YH K ,4,2년 전,"(Google 번역 제공) 좋은 전망

(원문)
good view"
 Hesham Maharmeh ,5,2년 전,"(Google 번역 제공) 엑스포 공원의 가장 좋은 장소는 휴식을 취하거나 자전거를 타거나 즐기는 곳입니다.

밤에는 조명이 정말 놀랍습니다.
그것을 사랑해.

(원문)
Best part of EXPO park a place to relax and have fun or ride a bike

Lights is so amazing at night
Love it"
 El Condor Pasa ,5,2년 전,경치가 좋습니다. 산책하기 좋음. 여름에 가볼만 합니다.
 Manmatha Mahato ,5,2년 전,"(Google 번역 제공) 좋은 사람

(원문)
Nice one"
 깜냥 ,5,2년 전,없음
 정재홍 ,5,2년 전,대전 갑천운동 중 들러가는 곳인데 사진도 여러장 찍어 놓아죠!
 HS LEE ,4,2년 전,없음
 곽정근 ,4,2년 전,없음
 Riza Gabriela ,4,2년 전,없음
 Ngoc Duyen Tran ,4,2년 전,없음
 김응순 ,5,2년 전,대전 엑스포 대표 포토 포인트
 창작AJY ,3,2년 전,"야경 사진 찍기 좋은 포인트입니다.

다만 한빛탑에 조명 시설이 잠깐 들어와서

아쉬웠습니다."
 Sien Lee ,5,2년 전,라디오를 듣다가 13회 견우직녀축제가 열리는 것을 알고 불꽃놀이 보러 엑스포다리로 고고~ 평소에 라디오 잘 안듣는데 운좋게도 그날이 장날이었던 ㅎ 10분 남짓 팡팡 터지는 불꽃놀이 보려고 세시간 넘게 서 있어서 마지막엔 허리가 뻐근해졌지만 불꽃놀이를 보는 순간 눈에서 하트 무한발사~😍😍😍 대전을 떠나는 제게 크나큰 선물같은 순간이었어요. 1993년 대전엑스포를 보기 위해 다리를 건너던 기억도 새록새록 떠오르고 또 언제 다시 찾게 될지 기약없는 제게 오래도록 예쁘게 기억될 것 같아요.
 신동윤 ,5,2년 전,없음
 조조철훈 박사 ,4,2년 전,여름에 다리 건너편 음악분수 너무 좋습니다ㆍ
 김dory ,5,2년 전,데이트 장소 아주 좋아요
 박삼룡 ,4,2년 전,2019년 1월1일 일출경험
 전영호 ,5,2년 전,"연인들이 한밭수목원 데이트 후 야경사진으로 많이 찍는 포토존입니다. 대전 93년도 엑스포때 세워진 다리이구요. 한때 꿈돌이와 함께 대전을 대표하는 건축물 중에 하나였습니다. 지금은 많이 노후되었지만, 여전히 낭만적인 도로입니다. 차량은 지나갈 수 없습니다."
 김경순 ,4,2년 전,없음
 지연옥 ,4,2년 전,"위에서바라보아도 좋지만
다리밑에하천도로 잔디밭에서 바라보아도 뷰가예뻐요
하천꽃길도 예쁘구요
자전거도로도있습니다
자전거타고 산책하기굿입니다"
 이종호 ,3,2년 전,자전거 타기도 좋고 휴식장소로 최적임.
 Huisung Park ,4,2년 전,야경 찍기에 아주 좋네요~ ^^ 사람들만 다니는 다리 입니다.
 No Fear ,4,2년 전,"(Google 번역 제공) 밤에 이곳을 방문하는 것이 좋습니다.

(원문)
Its better to visit this place at night"
 김규형 ,5,2년 전,없음
 사이람 ,3,2년 전,없음
 최일선일선 ,5,2년 전,"1993년 대전 엑스포  때에  건설된 다리로서 한화에서 만든 한빛탑과 어우러져 잘 어울린다.
주변이 공원화 되어서 대전시민의 휴식공간으로 좋은곳이다.
주변에 한밭수목원이 있어서 더욱 좋은 시민의 공간역할을 하는 곳이다.
자주는 아니지만 가끔 놀러간다."
 섭서비 ,3,2년 전,없음
 유유 ,4,2년 전,시야가 뻥뚫려 가을날씨에 더 없이 좋은 산책로!
 Muhammad Hilmi Asyrofi ,4,2년 전,"(Google 번역 제공) 밤에 화려한 조명 램프가있는 대전의 아름다운 다리

(원문)
Beautiful bridge in Daejeon with colourful light lamp in the night"
 yh lee ,5,2년 전,"주변 자전거 타기 좋고, 밤엔 드문드문 버스킹도 하구요. 따뜻할 땐 주변에서 고기 구워먹어도 좋습니다."
 곽희빈 ,4,2년 전,"다좋다 다좋은데 자전거타는분들하고 기독교에서 자꾸 쓰레기를 나눠줘서 불쾌감이 넘 높았음
자전거분들은 어찌나도 씽씽다니는지 스피커는 빵빵 마치 도로위에서 포르테쿱 창문열고 시덥잖은 우퍼달아놓고 붕붕 거리는꼴 같았음
그래도 수목원내부는 조용해서 좋았다"
 j yang ,5,2년 전,없음
 R Ramelo ,5,2년 전,"(Google 번역 제공) 차없는 공간이 마음에 들었습니다!

(원문)
Loved the car-free space!"
 박훈기 ,4,2년 전,사진찍기좋은 포토죤
 빙하 ,4,2년 전,없음
 강현규 ,5,2년 전,야경이 아름다운 곳 봄부터 가을까지 가볼만한곳
 GinZ Trần ,4,2년 전,"(Google 번역 제공) 예쁜

(원문)
Đẹp"
 이화준 ,4,2년 전,"한밭수목원과 엑스포 다리 산책하기 딱 좋은 곳이네요.
엑스포 다리 위에서 강바람 한번 느껴 보세요...."
 해미 ,4,2년 전,봉사활동으로 갔는데 좀 멀지만 재밌었당♥
 이름 ,5,2년 전,없음
 최광현 ,4,2년 전,없음
 김성완 ,4,2년 전,없음
 tops moon ,3,2년 전,없음
 BUM BUM ,5,2년 전,없음
 김귀태 ,5,2년 전,야경이 정말 이뻐요 ^^
 hoony kim ,4,2년 전,엑스포다리
 달윗 ,5,2년 전,산책하기 좋아요ㅎㅎ
 KH R ,5,2년 전,애인이랑 같이 가세요
 탕수육 ,5,2년 전,없음
 김강 ,4,2년 전,여름분수도 하고 축제도자주함 경치좋음
 Gaj Simamora ,4,2년 전,"(Google 번역 제공) 좋은 곳

(원문)
Nice place"
 서랑 기버tv ,5,2년 전,없음
 우현희 ,5,2년 전,없음
 Seon-Hwan Kim ,4,2년 전,없음
 sandy park ,4,2년 전,훌륭한 산책코스
 배스하우스 ,5,2년 전,엑스포다리 대전시민들이 휴식과 데이트장소
 박대규 ,3,2년 전,없음
 wyggg k ,5,2년 전,좋다.
 Smart Factory Cobot - 네이버밴드로오세요 ,5,2년 전,없음
 IkJung Yun ,4,2년 전,없음
 윤은혜 ,5,2년 전,없음
 gh cho ,4,2년 전,야경으로 쵝오
 Vitaliia Girka ,5,2년 전,없음
 Hulk ,4,2년 전,없음
 WT J ,5,2년 전,없음
 김수호 ,5,2년 전,좋은장소
 한국 ,3,2년 전,없음
 Joshua Park ,5,2년 전,야간산책최고
 장성진 ,4,2년 전,없음
 unicoop u ,5,2년 전,"갑천 바람이 조아요
엑스포다리 아름다워요"
 임헌택 ,5,2년 전,없음
 KD ,5,2년 전,없음
 돌돌이 ,4,2년 전,멋짐
 K.H.S ,5,2년 전,없음
 유성마님 ,5,2년 전,언제나 가고싶은 대전에 자랑 입니다
 천인우 ,3,2년 전,지금은 좀 촌스럽습니다.
 DJ S ,4,2년 전,여자친구랑 한번은 가봤을듯? 밤에 물쏘는거랑 야경도 괜찮음..  여름엔 한빛탑 앞에서 음악분수도 하니까 한번쯤 가보시길~~
 이지은 ,5,2년 전,없음
 Go뭉치 브라더스 ,5,2년 전,없음
 성재욱 ,5,2년 전,없음
 H Park ,4,2년 전,없음
 *우리는 안녕 TV2 ,4,2년 전,견우 직녀 축제기간에 즐겼음 푸드트럭 음식도 좋았음
 오홍영 ,5,2년 전,없음
 원영걸 ,4,2년 전,분수쇼  볼만 합니다. 지나는 길 버스킹도 감상 하세요~
 maurren aljira ,5,2년 전,없음
 Heejoo YOUN ,5,2년 전,없음
 박윤희 ,5,2년 전,한빛탑 분수쇼를 구경하고 엑스포다리 야경보기
 김기철 ,4,2년 전,"엑스포공원 수목원과 함께있는 장소로 연인과 야간데이트 하기에 좋습니다.
아이들과 밤산책하기에도 나쁘지 않고요.
계절별 다양한 행사도 있으니 심심치 않습니다."
 김근배 ,5,2년 전,없음
 Jaehyun Lim ,1,2년 전,없음
 Wonkyu Na ,3,2년 전,작은 다리.
 J.H Kim ,5,2년 전,야경이 좋아요
 Key 1 ,5,2년 전,없음
 michael kerwin ,5,2년 전,"(Google 번역 제공) 멋진 랜드 마크, 밤에는 조명이 켜지고 편안한 시간을 보내기에 정말 좋은 곳입니다. 그것은 자전거 대여뿐만 아니라 다른 것들을 제공하는 엑스포 공원의 일부입니다. 다리를 타는 것은 많은 재미가 있으며 여름에는 무료 패들 보트와 강에서 카누를 타는 것입니다. 밤에 데이트하기 좋은 곳!

(원문)
Great landmark, lights up at night and is a really nice…"
 Partha Pratim Hazra ,5,2년 전,"(Google 번역 제공) 대전의 랜드 마크입니다. 무료 걷기, 자전거 타기, 사진 촬영을위한 환상적인 장소.

(원문)
It's a landmark of Daejeon.  Fantastic place for free walking, cycling and photography."
 준비했어널위해 ,5,2년 전,대전의 랜드마크. 이곳에서 노상은 행복하다.
 hyoyong lee ,4,2년 전,해질무렵 황홀한  낙조 감상적합^^
 설렘과꿈이야기 ,5,2년 전,시민들과 사진애호인들이 많이 찾는 데이트명소
 Hồ Vương Quân ,4,2년 전,"(Google 번역 제공) colourfull 조명과 드롭 물이있는 다리

(원문)
Bridge with colourfull lights and drop water"
 lee yeo ,4,2년 전,대전에 별로 볼게 없지만 시원한 강바람 쐬며 다리 아래 건너면 정말 좋습니다.
 Dong Hyug Na ,5,2년 전,아주 멋지고 자전거를 타기에 아주 좋은곳 입니다.
 harpreet singh ,5,2년 전,"(Google 번역 제공) 멋진 정원. 어린이와 사랑의 새 😜

(원문)
Nice garden. For kids and love birds 😜"
 woong jeong park ,5,2년 전,없음
 류태우 ,5,2년 전,꼭 놀러가야함 굳
 그냥햄스터 ,5,2년 전,다리이쁨
 곽원섭 ,5,2년 전,옆에 고기 구워먹을 곳도 있고 야경도 예쁘고 자전거도 있고
 김동현 ,4,2년 전,없음
 Pascal Würsch ,4,2년 전,없음
 Алексе́й ,5,2년 전,공식명칭은 엑스포다리지만 맥도날드다리로 불리는 대전의 대표적인 야경 명소입니다. 엑스포시민광장과 연결되어 있어 산책길로 훌륭합니다. 야간 촬영 명소로도 손색이 없습니다.
 dd k ,5,2년 전,없음
 Gibbeum Lee ,5,2년 전,밤에 너무 예뻐요 ^^ 산책하기 좋아요
 Jincheul Jang ,4,2년 전,다좋은데 치킨배달안옴..
 장익석 ,3,2년 전,대한민국 첫 엑스포의 상징
 Ken Hope ,5,2년 전,없음
 Smita Pal ,5,3년 전,"(Google 번역 제공) 좋은 장소

(원문)
Good place"
 이승윤 ,5,3년 전,없음
 박소연 ,5,3년 전,없음
 junmi lee ,5,3년 전,없음
 이동근 ,4,3년 전,야경만 봣는데 좋았어요 정보가 너무 없었어요
 Adriana Meave ,5,3년 전,없음
 Mahmood Shahzeidi ,5,3년 전,"(Google 번역 제공) 다리 근처에서 예식을 가졌습니다. 너무 좋았습니다.

(원문)
We had a trandition ceremony near the bridge. It was so nice."
 •Jaehee• Hiyam ,5,3년 전,다리의 조명이 야경을 아름답게 합니다. 데이트나 가족들과 나들이 하기 참 좋은 곳이에요. 엑스포다리에서 바라보는 경치도 참 멋있어요.
 Jae Young Koh ,5,3년 전,"봄날의 멋진 장소(걷고, 자전거 타기)"
 선과악 ,5,3년 전,여기서 외국인들이랑 사진도찍었음 드라이브가는김에 산책추천
 YoungSir Park ,3,3년 전,대전롯데시티호텔 앞이라 접근하기좋으면 천변 걷기도 좋을것 같습니다
 호미숙 ,5,3년 전,대전 야경명소
 PROJECT MONEY ,5,3년 전,"(Google 번역 제공) 멋지게

(원문)
Красиво"
 boroc so ,5,3년 전,없음
 장정익 ,4,3년 전,없음
 김현호 ,4,3년 전,나들이나 산책이나 소풍 다 좋아요!
 이상형 ,4,3년 전,"다리양쪽으로 엑스포광장 엑스포 공원이 있으며 다리밑으로는 금강이 흐르는 휴식할수 있는
다리"
 Gurung Ritesh ,3,3년 전,"(Google 번역 제공) 저녁에 산책하기에 완벽한 장소!

(원문)
Perfect place for strolling around in the evening!"
 Tommy Lee ,4,3년 전,없음
 Shujaat Khan ,3,3년 전,없음
 R.K.D WALA TECH ,5,3년 전,없음
 hyun seung shin ,3,3년 전,산책하기도  야경보기도 좋은곳입니다. 요즘은 엑스포다리 조명도 있어서 운치 있네요
 Youhan Kim ,5,3년 전,"(Google 번역 제공) 따라 걷는 멋진 다리

(원문)
Nice bridge to walk along"
 Orlando Rodriguez Garzon ,5,3년 전,없음
 홍종상 ,5,3년 전,대전의 랜드마크. 야경이 특히 아름답습니다.
 주니3. ,4,3년 전,"많이갔던 장소는 엑스포다리이다.
이다리에서는 여러가지행사가 있어서 여기를 많이갔다."
 Roberto Carmona ,5,3년 전,없음
 노비스민_noViceMin ,5,3년 전,이밴트도있고 좋아요
 주니 ,3,3년 전,없음
 Joontae Park ,5,3년 전,대전의 유일한 관광지라 불리는 엑스포달. 남문광장쪽으로는 가족 바베큐장이 있다
 이상래 ,5,3년 전,없음
 hyeowon moon ,5,3년 전,없음
 Beautiful Dreams ,5,4년 전,"(Google 번역 제공) 대종에서 자전거 타기 가장 좋은 곳. 500 ￦를 사용하여 1 시간 동안 만 사이클을 계산할 수 있습니다

(원문)
Best place for cycling in Daejon. You can rend a cycle for one hour only with 500￦"
 Jinsuk Kim ,5,4년 전,야경이 아름다운 다리.
 Hyo Sang Kim ,4,4년 전,엑스포 수목원을 거치는 좋은 산책코스
 MaxMyMax ,4,4년 전,대전의 랜드마크입니다.
 H kc1371 ,5,4년 전,계절마다 다양한 풍경을 즐길 수 있고 무료로 사용할 수 있는 바베큐장이 있다
 TV봇짐장수 ,5,4년 전,대전명물
 Carlos M. Dieguez ,5,4년 전,없음
 고니 ,4,4년 전,날이추우면 따뜻하게 입고 운동가거나 날이 풀리면 돛자리깔고 소풍가기 좋다
 Wooram Choi ,4,4년 전,주변에 편안하게 쉴곳이 많다
 David Robles ,5,4년 전,아름다운
 JaeWoo Kim ,4,4년 전,"야경 너무 좋고
저녁에 가족끼리 산책하기 너무 좋음..
차 통제 막음..
어디 주차하기가 좀 애매한 감이 있음"
 Dew Dew ,5,4년 전,야경이 이쁘고 산책이나 자전거타러가기 좋음 지역축제나 행사가 많이 열림
 GD ilikecoins ,5,4년 전,없음
 J. C. Ahn ,3,5년 전,없음
 DARA HUY ,4,5년 전,"(Google 번역 제공) 좋은 장소는 친구 또는 가족과 함께 휴식을 취하십시오.

(원문)
Nice place te relax with friends or family."
