name,ratings,date,comment
 박성윤 ,5,1년 전,없음
 백우현 ,2,1년 전,없음
 She Ra ,5,1년 전,좋아요
 이세진 ,4,1년 전,없음
 김종근 ,4,1년 전,좋아요 경치조아 조아
 신경구 ,4,1년 전,"(Google 번역 제공) 전망

(원문)
View"
 Abbie Suh ,3,1년 전,"(Google 번역 제공) 위의 것들을 보게 재미있는 것 같습니다. 나는 그 때 모든 시간을 혼자 즐겼다.

(원문)
Looks interesting to see things feom above. I enjoyed the place all by myself that time."
 임성묵 ,5,1년 전,없음
 Sambyeol K ,5,1년 전,달밤소풍 다녀옴 ! 밤에 가면 조명이 이쁘고 포토스팟 있어요 ㅋ 그리고 저 탑은 총 2층인데ㅎㅎ 1층과 2층 사이 간격 무엇...ㅎㅎ
 소이한 하루 ,4,1년 전,없음
 그린돤 ,5,1년 전,우리의 랜드마크
 잔술 ,5,1년 전,대전에 다양한 축제와 볼거리를 만들기위해 노력하는 공간인것 같아요 응원합니다.
 우연부부 ,5,1년 전,없음
 장연욱 ,5,1년 전,없음
 Kisuk Lee ,3,1년 전,"엘레베이터를 타고 2층으로 올라가는 한빛탑이다. 오늘 처음으로 타봤는데....
2000원 입장료가 들어가며,  여기.관계자분이 이걸 보신다면 에어컨 필터관리에 신경쓰시라고 해주고 싶다. 쾌쾌한 냄새...공기정화가 필요하며  그냥 전망대로만 쓰기엠 이 공간은 너무 볼것도 없고 재미도 없어서  2000원도 아까울 지경이다.
차라리 여기서 커피숍이라도 운영하였음 좋겠다"
 AREJAGGER Bulls ,1,1년 전,없음
 김정길 ,2,1년 전,없음
 박재성 ,4,1년 전,없음
 Jooeul Kim ,5,1년 전,없음
 서성현 ,5,1년 전,없음
 구원회 ,4,1년 전,없음
 동 율설 ,1,1년 전,이전생각하고 들렸지만 남은거는 한빛탑만이 남아있어요 볼거리가 너무 없어요
 오은택 ,4,1년 전,맥주 무한으로 즐길수있다는게 좋았음
 김도연 ,5,1년 전,"2019/09/01까지 축제 기간이예요! 버스킹도 하고 플리마켓, 푸드트럭도 진짜 많고 분위기 좋아요~ 바로 옆에 한밭수목원있어서 산책도 할 수 있고 한강처럼 돗자리피고 피크닉도 즐길 수 있어요!!! 그리고 엑스포 다리에서 보는 노을이뻐요:)"
 Soonhyun Hong ,4,1년 전,없음
 이영애 ,3,1년 전,"대전광역시 첨단 과학의 꿈돌이 한빛탑 입니다.
국립중앙과학관외 다양한 박물관....교육시설이 많이 있습니다."
 jong eun hwang ,4,1년 전,없음
 mdk esc ,5,1년 전,맥주축제 두시간동안 3잔마셨어요 줄이너무길어요
 해피해피 ,5,1년 전,좋아요 바람쐬기
 잼나다잼나 ,3,1년 전,"사실 크게 볼 것은 없고, 소소하게 야경 구경 어른 2500원!"
 Tristan Trogdor ,4,1년 전,없음
 현주환 ,4,1년 전,한여름밤의 달빛놀이~시원한 맥주한잔^^☆
 황후용 ,5,1년 전,없음
 두슐 ,3,1년 전,없음
 송인하 ,5,1년 전,없음
 오지박 ,3,1년 전,없음
 Mhan Soo Shin ,4,1년 전,달밤소풍 이벤트 가족이니 커플끼리 오기에 너무 좋습니다. 날이 조금만 덥지 않았다면 진짜 최고일듯
 밀란말디니 ,3,1년 전,없음
 구름뒤하늘보기 ,3,1년 전,어릴때는 커보였는데 ^^;;
 Mr Park울프 ,2,1년 전,별볼일없는곳
 김현정 ,2,1년 전,오래되고 별다른매리트를못느끼겠더라고요
 Won jun No ,5,1년 전,없음
 Byung Ju Park ,4,1년 전,축제할때와볼만함
 한내마음의 심금 ,3,1년 전,팔월말까지 축제라네요~~  가족끼리~  연인끼리~^^ 한밤을  즐겨보세요~^♡^
 hansol kim ,5,1년 전,여전히 밝은 이 곳
 남매규 ,5,1년 전,없음
 Brian M ,5,1년 전,없음
 정관민 ,5,1년 전,맥주축제 좋았어요
 조벤텀 ,3,1년 전,좋긴한데 입장료까지 내면서 가야하나..싶음. 성인 2000원 청소년 1500원 어린이 1000원.
 김정훈 ,5,1년 전,없음
 이흥균 ,4,1년 전,"대전엑스포 기념탑
자주 이벤트가 개최되는 곳
현재 탑앞 광장은 리모델링 중?
바로옆 대전컨밴션센타로 볼거리가 많은곳"
 Jeongae Won ,5,1년 전,대전야경 보기에 돟은 곳
 boki 1000 ,2,1년 전,20여년 전 엑스포의 추억을 가지고 갔지만 굳이 다시 갈 이유가 없다... 대전 방문의 해라던데 여기는 뺐으면...
 TV봇짐장수 ,5,1년 전,옛 추억이 새록새록
 박승순 ,5,1년 전,비오네
 의대생김현수 ,4,1년 전,없음
 박세훈 ,3,1년 전,요즘 공사해서 볼게 없어요
 정필권 ,5,1년 전,없음
 asd kid ,5,1년 전,옛날 생각나고 너무 좋습니다. 갑천 앞 바베큐장에서 고기구워 먹으면 너무 좋네요 ㅎㅎ
 kut kuku ,5,1년 전,없음
 재니 ,4,1년 전,없음
 김동근 ,3,1년 전,없음
 오동현 ,1,1년 전,없음
 Joong Geun Kim ,1,1년 전,없음
 JK L ,4,1년 전,없음
 아귀찮타 ,1,1년 전,없음
 Kamu zozo ,4,1년 전,없음
 Jongho Kim ,5,1년 전,없음
 정의구현 ,5,1년 전,93 엑스포의 마지막 추억이 남은 공간입니다
 윤기웅 ,3,1년 전,수제맥주 페스티벌 덕에 좋은 기억🙋‍♂️ 그 이외에 방문은 글쎄..?
 hyeokchan kwon ,1,1년 전,없음
 변웅 ,5,1년 전,없음
 junpil park ,3,1년 전,없음
 하바 ,3,1년 전,추억의장소.  과거 엑스포때의 많은사람이 상상됨
 서재원 ,5,1년 전,없음
 Nalse ,3,1년 전,없음
 Gyo-Yeob HWANG ,5,1년 전,맥주 페스티벌 짱
 Schofield yoo ,3,1년 전,없음
 박성의 ,3,1년 전,없음
 Roberto Panerai Velloso ,3,1년 전,없음
 Elena Kokourova ,5,1년 전,"(Google 번역 제공) 멋지게

(원문)
Красиво"
 김유민 ,5,1년 전,없음
 오셩 ,5,1년 전,없음
 박삼용 ,5,1년 전,없음
 전민철 ,3,1년 전,매년 수제맥주축제가 열립니다. 맥주 마시면서 공연 관람도 할 수 있어요.
 안병재 ,2,1년 전,없음
 실리캣 ,3,1년 전,없음
 흐규 ,3,1년 전,없음
 김기철 ,3,1년 전,맥주 축제로 간곳. 과거의 엑스포가 생각남. 맥주축제는 안주는 다소비쌌고 맥주는 맛있었다
 Hero YW Jeong ,4,1년 전,오오 대전 오오
 김창휘 ,3,1년 전,없음
 강경석 ,4,1년 전,음악이 있고. 분수쇼도 있고. 젊음이 있다.
 Jayoung Kim ,4,1년 전,산책하기 좋네요
 Trevi Garlic ,4,1년 전,없음
 조미경 ,3,1년 전,없음
 Sky캐슬 ,5,1년 전,맥주페스티발 쒼나는 음악 최고였음
 김은주 ,4,1년 전,없음
 이밍밍 ,5,1년 전,"축제 이것저것 많이 열음
넓직하고 좋음"
 Dae Hyun Kim ,5,1년 전,없음
 권순영 ,2,1년 전,없음
 BAK JI YE ,3,1년 전,올라가면 끝!!
 박성균 ,3,1년 전,맥주축제
 공정식 ,2,1년 전,사람이 엄서
 김유민 ,4,1년 전,맥주축제 굿
 김광일 ,5,1년 전,축제가 있는곳 대전에 상징 한빛탑
 곽규민 ,4,1년 전,엑스포수재맥주축재
 오승진 ,5,1년 전,역사적 기념물
 Seon-Hwan Kim ,1,1년 전,없음
 Dilshot XXX ,5,1년 전,없음
 Rupsha Bhattacharyya ,3,1년 전,없음
 운겜 ,4,1년 전,"맥주축제가 진짜 너무너무 재밌었어요
일찍 끝나서 아쉽"
 여자원미경 ,5,1년 전,없음
 블루레몬 ,5,1년 전,없음
 Brian Guzzetti ,4,1년 전,"(Google 번역 제공) 맥주 축제에 나에게 그늘을 제공했다, 그렇지 않으면 논평 할 수 없다!

(원문)
Provided me shade for a beer festival,  otherwise can't comment!"
 이지스 ,5,1년 전,수제맥주 아주좋아요
 김동연 ,4,1년 전,없음
 Wonjun ,4,1년 전,맥주페스티벌 겸 방문했는데 가까이봐서 좋았어요
 이상건 ,4,1년 전,"대전 중심에서 공연하면 이곳에서 하는듯
2019년엔 수제맥주 페스티벌
2018년엔 힙합 페스티벌"
 세네니스 ,4,1년 전,없음
 정학용 ,2,1년 전,아주 별로 입니다
 Eunjoo Jeong ,3,1년 전,없음
 Inho S ,3,1년 전,"(Google 번역 제공) 특별한 것은 없습니다.

(원문)
Nothing special."
 C미선 ,5,1년 전,없음
 D.E RG ,4,1년 전,입장료있음.
 부정확한놈 ,5,1년 전,잼있음 수제맥주 페스티벌
 김채원 ,3,1년 전,없음
 _ yumemi ,3,1년 전,없음
 박초희 ,5,1년 전,없음
 Alie핑크 ,5,1년 전,"수제맥주페스티벌 5시전에 오셔야 시음컵200ml정도 4잔 증정합니다. 이후에는 소주잔크기로 시음가능. 대체적으로 홉향이 강함.
한국의 수제맥주는 발전하는 중!!!"
 구영모 ,5,1년 전,없음
 정우혁 ,5,1년 전,존재만으로도 좋다
 헤르미온늬 ,3,1년 전,없음
 Aaroh Karegaonkar ,4,1년 전,없음
 mini star ,4,1년 전,굿~
 NINA ryu ,4,1년 전,"맥주축제중 ! 다양한 맥주를 한컵 330ml 에 팜 ㅎ 브랜드가 15브랜드 ~~ 다양한 맥주맛 + 안주 + 음악 edm,인디,락"
 칼바람 ,5,1년 전,없음
 섀리 ,5,1년 전,없음
 여행이쥬와 ,4,1년 전,없음
 Euikyung Lee ,5,1년 전,"대전의 상징, 엑스포의 상징, 지금은 공원, 가끔씩 여러 행사 축제하는 광장"
 tejal patil ,5,1년 전,"(Google 번역 제공) 밤에 방문 할 수있는 환상적인 장소

(원문)
Fantastic place to visit in night"
 전영호 ,5,1년 전,아이들과 광장에서 놀 수 있어 좋아요.
 Rio Kim ,2,1년 전,너무관리가 안되어있다
 이상호 ,5,1년 전,없음
 Hyunyeong Lee ,5,1년 전,없음
 양성환 ,5,1년 전,대전의 랜드마크 옛날 어른들의 부푼꿈과 희망은 1993개의 화강암과함께 한국의 미래를 가리키고있다
 Seong-Pil Yang ,4,1년 전,없음
 Nguyen Quoc Thanh ,5,1년 전,없음
 김장규 ,3,1년 전,없음
 방랑자 ,4,2년 전,없음
 조중원 ,5,2년 전,없음
 W.K Lee ,3,2년 전,추억잼
 박태성 ,3,2년 전,시설관리가  안되어  아쉬운곳
 Полина Терещенко ,5,2년 전,"(Google 번역 제공) 우리는 오후에있었습니다. 방문자에게서 우리를 제외하고는 아무도 없었다. 완벽한

(원문)
Мы были в послеобеденное время. Кроме нас из посетителей там больше никого не было. Идеально 😁"
 이영애 ,3,2년 전,"대전 엑스포의 옛 추억을 아십니까?
꿈돌이 엑스포 우주인들.. 과학의 도시형성가!!!
한빛탑 공원..지구인들의 로망..나사항공도서책도있고요..
우주인 복장의 마네킹도 있답니다.
과학 좋아 하시는 분들은 꼭..! 찾는 대전의 역사적 명소입니다."
 Dong hyun Kim ,2,2년 전,없음
 J Park ,5,2년 전,없음
 Byungsik Hong ,2,2년 전,없음
 Mi Song ,3,2년 전,없음
 길기종 ,3,2년 전,없음
 박수현 ,4,2년 전,사진찍기좋은거 같습니다
 Aisar ul hassan ,4,2년 전,"(Google 번역 제공) DCC 근처에있는 경우이 장소를 방문해야합니다.

(원문)
If you are anywhere near DCC, you must visit this place"
 쿠키파파 ,3,2년 전,"대전 하면 먼저 생각나는 곳
한때는 랜드마크 역할을 톡톡히
했지만 지금은 제대로 활용되지
못하고 있는것 같아 아쉬울 따름"
 유현서 ,2,2년 전,없음
 김기백 ,3,2년 전,없음
 박광배 ,4,2년 전,"전망대서 바라보는  대전시내의
모습이 인상적이었다,"
 Zeeshan Jadoon ,5,2년 전,"(Google 번역 제공) 그것을 사랑!!

(원문)
Loved it!!"
 문정식 ,4,2년 전,오래되었지만 지금도 의미있는 곳
 권데이비드 ,4,2년 전,없음
 배용기 ,2,2년 전,사람들이 안옴
 Yoon Young ,2,2년 전,없음
 나은효 ,1,2년 전,없음
 Douglas Shin ,5,2년 전,"(Google 번역 제공) 빠르고 재미있는보기. 군중이없는 평일에 가십시오 :)

(원문)
Quick and fun view.  Go on the weekdays when there's no crowd:)"
 박세진 ,5,2년 전,없음
 Nosferatu Alucard ,3,2년 전,없음
 정강원 ,5,2년 전,없음
 임성환 ,5,2년 전,없음
 Yarmini ,3,2년 전,없음
 이성혁 ,4,2년 전,없음
 김리키 ,3,2년 전,옛날 중국집 분위기에  장소나 서비스는 괜찮았지만 음식이 별루
 Thomas Nexø Holm ,1,2년 전,"(Google 번역 제공) 여기 귀찮게하지 마라. 보기는 그리 인상적이지 않습니다.

(원문)
Don't bother go here. The view is not very impressing."
 이문우 ,5,2년 전,없음
 김범준 ,5,2년 전,없음
 성혜진 ,1,2년 전,없음
 HyunChan KIM ,4,2년 전,없음
 서현희 ,5,2년 전,없음
 good gatout ,5,2년 전,없음
 이재철 ,3,2년 전,없음
 Daeyoung Lim ,3,2년 전,옛날의 추억
 SEON JEONG OH ,5,2년 전,12살 추억의걤성
 쥐팝GPOP ,5,2년 전,한적한 산책을 위한 곳
 오짱 ,5,2년 전,주변공사진행중
 김근영 ,3,2년 전,없음
 minjeong kim ,4,2년 전,없음
 uni p ,5,2년 전,없음
 namhyun kim ,5,2년 전,없음
 마반 ,1,2년 전,관리를 안하네요.
 이대훈 ,5,2년 전,추억이죠 ~
 Do Quy Nhan ,5,2년 전,"(Google 번역 제공) 좋은 장소!

(원문)
Good place!"
 Jeong근쨩 ,4,2년 전,없음
 Yujung Park ,3,2년 전,없음
 Chang-Hee Lee ,4,2년 전,이제는 많이 퇴락한 그러나 여전히 건장한 한밫탑. 26년 전에 설치된 상징탑이다.
 JR Noh ,2,2년 전,없음
 권순욱 ,2,2년 전,없음
 이주원 ,3,2년 전,풍경은 멋있으나 위에 아무것도 없어서 아쉽다. 카페라도 있으면 좋을텐데 공간이 없기도 하다
 GS L ,2,2년 전,인생사진관 부스 참여
 IB park ,4,2년 전,전망 좋습니다
 김의현 ,3,2년 전,25년만에 가본 탑은 너무 작네요. 이렇게 작았었나?
 김경학 ,3,2년 전,"잠시들렸다갔습니다,"
 니지 ,1,2년 전,없음
 주문번호 0134 ,5,2년 전,인생사진관2에서 좋은 추억 쌓고 갑니다~
 초코쿠키 ,3,2년 전,"시설이 노후되었어요.
전망만 관람하는데 입장료가 비싼편이에요."
 sarang b ,4,2년 전,없음
 정관순 ,3,2년 전,없음
 겨울 ,5,2년 전,없음
 El Condor Pasa ,1,2년 전,웬만하면 올라가지 마세요
 박신명 ,5,2년 전,없음
 나마늘 ,4,2년 전,"93년에 오픈한 대전 엑스포에서 남아있는 것 중 몇 안되는 추억의 전망대. 가격은 2,500원. 평일에는 관광객이 거의 없다. 전망대에는 테이블도 있고 의자도 있으므로 여유있게 가서 시간버리기에 좋은 곳이다."
 IK H ,5,2년 전,내고향 대전.. 항상 그리운 이름
 Please ,5,2년 전,없음
 최석하 ,3,2년 전,대전엑스포과학공원은 1993년대전세계박람회가 계최된 곳이기도 합니다 또 올해가 대전방문의해인만큼 한번쯤은 방문하시는거에 추천합니다.
 이상훈 ,5,2년 전,없음
 베라와친구들 ,3,2년 전,없음
 신유나 ,3,2년 전,"뭐,, 그냥저냥^^"
 Rista agustin Rahmadonna ,5,2년 전,없음
 찌배찌 ,5,2년 전,없음
 길현식 ,4,2년 전,없음
 lerpong N.P.Judkrabounpol ,5,2년 전,없음
 배한규 ,3,2년 전,없음
 Namjin Oh ,4,2년 전,없음
 하철수 ,5,2년 전,없음
 René P. Kang ,3,2년 전,없음
 김대봉 ,2,2년 전,휴관이라서 아쉽네요
 김강태 ,4,2년 전,멋지고 좋은곳 따뜻할때 아이들과 오면 좋겠네요
 정구일 ,5,2년 전,인생사진관 추천함 꼭가센
 우카니 ,2,2년 전,없음
 캠핑탱 ,3,2년 전,여긴 완전 썰렁
 지혜 ,1,2년 전,없음
 G.Y Kim ,5,2년 전,없음
 허석원 ,1,2년 전,없음
 군케이군 ,4,2년 전,없음
 VLOG학교일상 ,5,2년 전,너무재미있어요
 박동규 ,5,2년 전,없음
 Mingoo Kang ,3,2년 전,없음
 DH K ,5,2년 전,대전 엑스포의 설렘을 꾹꾹 간직하고 있는 친구
 정종훈 ,5,2년 전,없음
 Sol Han ,5,2년 전,인생사진관이라는 전시회 3월까지진행중 좋아요
 김민주 ,4,2년 전,올라가서 볼껀없는듯 ㅎ
 전종민 ,4,2년 전,없음
 JJong Park ,2,2년 전,"주말에가면 볼게없어요
더좋은 모습으로 준비중이라 아직은 좀
그냥 기다립시다"
 SY Yoon ,5,2년 전,없음
 hj woo ,4,2년 전,소소하게 휴일보내기 좋습니다
 이조뭐시게 ,3,2년 전,없음
 hwa seung ,3,2년 전,없음
 robinhood sinchon ,4,2년 전,"어릴때 꼭 가보고 싶었던 곳인데 엑스포 당시엔 두 시간 이상 줄을 서야한다고 해서 포기. 24년만에 고교 동창 친구와 방문. 전망이 좋다.

엑스포 공원 전체에 관람객은 우리 밖에 없었다. 매일 10만 명이 찾던 곳인데...;;

넓디넓은 주차장에 차량은 우리까지 단 네 대. 아마도 직원들 거겠지...

관람객이 워낙 없다보니 썰렁하고 한가함. 그래서인지 딱히 관리를 수시로 하는 느낌이 들진 않았다. 세금이 너무 아까움 ㅠ.ㅜ"
 동동 ,2,2년 전,"관람요 있음 2500, 볼거 없음"
 アヤカ ,3,2년 전,현재공사중
 서준 ,4,2년 전,없음
 류준상 ,5,2년 전,좋아요ㅎ
 이정현 ,3,2년 전,행사때문에 가지만 애들이 놀만한 놀이터같은건 없네요
 Ik Jae Shin ,3,2년 전,없음
 MYUNGHUN LEE ,4,2년 전,없음
 야아이쿠 ,5,2년 전,없음
 이영혜 ,4,2년 전,없음
 Wicheol Lee ,4,2년 전,없음
 YJ CHA ,3,2년 전,없음
 강윤석 ,4,2년 전,없음
 안용식 ,5,2년 전,"사시사철 행사와 문화와 여유를 즐기며
대전의 자리매김을 마음 공간 같은 곳이에요~♪♬"
 고영성 ,4,2년 전,없음
 정주안 ,4,2년 전,"인생사진관2 평일 저녁 사람별로 없음, 인생샷 남기기 좋음, 소요시간 1시간정도"
 김태광 ,3,2년 전,없음
 박미선 ,4,2년 전,없음
 이종원 ,2,2년 전,그냥 밖에서 외관만 보세요
 박상동 ,5,2년 전,없음
 이종호 ,3,2년 전,인생사진관에포트샾이최고
 서성원 ,3,2년 전,"2018.10월 현재 엑스포공원은 조용하고 유령공원이나 다름 없습니다.
몇개 시설이 리모델링 및 보수, 신축중입니다.
지금은 그냥 조용한 공원입니다"
 원현 ,4,2년 전,"(Google 번역 제공) 대전의 중심, 좋은 위치

(원문)
The center of Daejeon city, good location"
 sangsoo gim ,1,2년 전,실망이었어요
 Thành Xuân ,5,2년 전,없음
 더블유시스터즈 ,5,2년 전,현장체험학습을갔다
 최지나 ,5,2년 전,교통문화연수원 좋음 예약필수
 정대희 ,2,2년 전,이제 너무 과거가 되었네요...ㅠㅠ.
 이영욱 ,1,2년 전,관람할께 없어요
 top bottom ,4,2년 전,여친이랑가기좋다 가끔식 행사도함
 박창욱 ,5,2년 전,"밤에 가면 너무 좋은곳, 금토일은 음악분수쇼도 감상 하실수 있어요."
 Todd J. Radosevich ,4,2년 전,"(Google 번역 제공) 이것은 이벤트를위한 좋은 장소입니다. 대부분의 주말에는 보통 음악과 푸드 트럭과 함께 무언가가 진행됩니다.

(원문)
This is a good spot for events. Most weekends there is something going on, usually with music and food trucks."
 뽀두락지 ,5,2년 전,아주 신박하고 특별한 경험이 될 것. 뭔가 전반적으로 오래된 특촬물 촬영장 같은 조악하고 괴랄한 분위기가 나름의 매력.
 이재일 ,2,2년 전,그닥 볼게 없음
 빙그루루 ,4,2년 전,없음
 조선제 ,4,2년 전,없음
 Mac Lee ,4,2년 전,솔직히 볼것없지만 과거의 명성? 이 궁금하면 한번쯤은 가볼만한곳. 한빛탑도 1993년 기념이랍시고93m라 낮다. 야경보러가는곳
 서자원 ,3,2년 전,여기 우리가 다녀 왔다.
 리크리아 ,3,2년 전,오랜만에 찾아간곳 예전만큼의 감흥이 없네요
 이영용 ,1,2년 전,없음
 Bhupesh Kumar ,5,2년 전,"(Google 번역 제공) 좋은

(원문)
Good"
 wyggg k ,4,2년 전,어릴적에 테레비로 봤을 땐 엄청 높아보였는데
 J. C. Ahn ,3,2년 전,엑스포 재창조 사업에 따라 옛 엑스포 과학공원 구역 상당수는 다른 용도로 전환됐고 93 엑스포의 상징물인 한빛탑 주변만 존치됐음.
 김익환 ,5,2년 전,여름에 놀러오기 좋은데
 이이잉 ,4,2년 전,넓은 주차공간ㆍ분수쇼 볼만ㆍ먹거리는 쏘쏘ㆍ테이블 부족ㆍ마술 등 공연 관람 무료ㆍ아이들 킥보드 가능ㆍ전동타입은 불가ㆍ하루정도 시간내서 저녁시간대 한두시간 보내기는 굿ᆢ
 니아티테 ,4,2년 전,대전의 랜드마크
 지우King ,3,2년 전,없음
 남정용 ,5,2년 전,추억돋음
 할아버지와손녀 ,5,2년 전,2층 전망대
 박순자 ,4,2년 전,없음
 KyoSeong Jeon ,5,2년 전,분수쇼가 이쁨
 권꼬북 ,4,2년 전,없음
 Ravuth Vorun ,3,2년 전,없음
 이프로-2pro ,5,2년 전,없음
 배지훈 ,4,2년 전,없음
 Heon Jeong ,5,2년 전,없음
 이호진 ,4,2년 전,없음
 양정숙 ,5,2년 전,없음
 박선희 ,5,2년 전,없음
 HEEJUNG KANG ,4,2년 전,대전시내를 볼수 있으나 유리가 선명하지 않음~~   아이들 할 수 있는 과학활동이 몇개있음
 xiaomei kim ,5,2년 전,없음
 손순모 ,5,2년 전,없음
 윤수원 ,5,2년 전,멎짐
 미니언즈1004 ,5,2년 전,없음
 박우경 ,5,2년 전,없음
 Sajidul Shawon ,4,2년 전,없음
 천수림 ,5,2년 전,없음
 tae hyuk kwak ,4,2년 전,없음
 은유리안 ,4,2년 전,없음
 우재웅 ,5,2년 전,없음
 한요한 ,4,2년 전,없음
 Matthew Cheong ,5,2년 전,대전 명물! 오랜만에갔는데 너무 좋았어요. 엑스포 사라지고 폐허가 되서 망연자실이였는데..  발전해는모습이 보기좋습니다. :)
 박영근 ,5,2년 전,없음
 서소희 ,4,2년 전,없음
 양HS ,5,2년 전,없음
 예쁜아 ,4,2년 전,없음
 박창수 ,5,2년 전,없음
 Seungho Choi ,5,2년 전,없음
 황외수 ,3,2년 전,"별 세개만 드립니다.

대학시절 가보지 못해 가보았는데

시설 관리가 아쉬웠다.

큰 행사도 하긴 해야겠지만 사후 관리의 중요성을 느꼈다."
 하나루윤 ,4,2년 전,없음
 정성화 ,5,2년 전,없음
 윤기훈 ,3,2년 전,버려진 대전명소
 이예은 ,5,2년 전,없음
 Gueheon Kim ,5,2년 전,없음
 웃는하회탈 ,4,2년 전,없음
 jinseong choe ,4,2년 전,없음
 Lewis Lee ,5,2년 전,없음
 이석형 ,5,2년 전,없음
 이현미 ,5,2년 전,없음
 Arif Lee ,5,2년 전,없음
 CJ JO ,5,2년 전,없음
 구미호여시 ,5,2년 전,없음
 Heeill Jung ,5,2년 전,군인요가 시연장소
 Soma Dutta ,5,2년 전,"(Google 번역 제공) 좋은

(원문)
Nice"
 taewan kim ,5,2년 전,없음
 송송정일 ,4,2년 전,없음
 Dong Hwan KIM ,3,2년 전,없음
 송지영 ,5,2년 전,없음
 Paul Andy ,5,2년 전,없음
 하민우 ,5,2년 전,데이트 딱
 Friesca Erwan ,3,2년 전,없음
 조현성 ,5,2년 전,없음
 大山起養 ,5,2년 전,가족연인을 위한 공연을 많이함
 김지용 ,5,2년 전,없음
 Seonmi Eom ,5,2년 전,없음
 김동욱 ,4,2년 전,없음
 Suhyun Yun ,5,2년 전,없음
 신정필 ,2,2년 전,추억으장소. 이제 없어진다고 하네요 그전에 사진에 담아두기..
 신굳 ,1,2년 전,없음
 Ken Hope ,5,2년 전,없음
 Jungnam Lee ,1,3년 전,엑스포 마치고 전혀관리가 되지않아 한빛타워만 남았네요. 새롭게 리빌딩중이라는데 언제쯤 되려나요
 Lunarplant ,4,3년 전,없음
 윤민준 ,1,3년 전,없음
 Ki Chan Kim ,3,3년 전,"추억의 장소
94 엑스포"
 อิหล่า บ้านนา ,5,3년 전,"(Google 번역 제공) 아름다운 디자인 건물처럼

(원문)
ชอบอาคารดีไซน์สวย"
 조은광 ,4,3년 전,없음
 박상태 ,3,3년 전,없음
 송영남 ,2,3년 전,없음
 김승남 ,1,3년 전,딱히 볼것도 할것도 없고 돈아까움
 PROJECT MONEY ,5,3년 전,없음
 J Park ,1,3년 전,돈내고 입장하지 마시오..그냥 밖에서 구경만..
 Miki Caine ,5,3년 전,없음
 도명성 ,5,3년 전,없음
 acco unt ,3,3년 전,없음
 이도근 ,5,3년 전,없음
 H.C LEE. ,5,3년 전,초딩때보고 성인이 되서 보니 또 감회가 새롭네요
 Chamintha Jayani ,3,3년 전,없음
 Henseg O ,2,3년 전,단층으로 요금내고 올라가기 좀 그래요
 Jinsuk Kim ,5,4년 전,여름에는 음악분수도 예쁘고 공연도 많이 함.
 VIolet Yeo ,3,5년 전,대전의 상징
